Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
3465,"[414, 468, 469, 791, 990, 1229, 1873, 2338, 2910, 3465]","[0.2490997016429901, 0.25619423389434814, 0.29009705781936646, 0.3063163757324219, 0.2769976258277893, 0.7410285472869873, 0.27948442101478577, 0.2838735580444336, 0.24956083297729492, 0.7671642303466797]","[1048, 1155, 1159, 1160, 1676, 1677, 1985, 2429, 3820, 5033, 5941, 6551, 6552, 6553]","[0.7838736176490784, 0.22888578474521637, 0.2203618437051773, 0.27486303448677063, 0.7879683375358582, 0.7563063502311707, 0.2259158492088318, 0.7452210187911987, 0.22462162375450134, 0.7685827016830444, 0.21880167722702026, 0.7685501575469971, 0.7656659483909607, 0.7648286819458008]"
3466,"[3466, 3596]","[0.6558311581611633, 0.6869605183601379]","[6554, 6686]","[0.7678747773170471, 0.739565908908844]"
3467,"[1855, 3467]","[0.47180649638175964, 0.5811384320259094]","[3777, 6555]","[0.7512125968933105, 0.7787039875984192]"
3468,[3468],[0.6138272881507874],[],[]
3469,[3469],[0.2858275771141052],[],[]
3470,"[2915, 3470]","[0.2970563769340515, 0.7456701993942261]","[5949, 6556]","[0.7568079829216003, 0.772787868976593]"
3471,"[36, 329, 602, 959, 1042, 1076, 1983, 2295, 2666, 2998, 3268, 3471]","[0.26524874567985535, 0.3237902820110321, 0.28856930136680603, 0.2776917815208435, 0.2736111879348755, 0.28081321716308594, 0.7303799986839294, 0.27295905351638794, 0.2704674005508423, 0.30272018909454346, 0.7594472765922546, 0.7357407212257385]","[64, 855, 1404, 1891, 2125, 2205, 4069, 4075, 4859, 5619, 6076, 6415, 6416, 6557, 6558]","[0.7822821140289307, 0.7889968156814575, 0.7854654788970947, 0.7802170515060425, 0.7794265151023865, 0.7792717814445496, 0.7651473879814148, 0.7465973496437073, 0.7901105284690857, 0.7753481268882751, 0.7798117399215698, 0.7705010175704956, 0.7462868094444275, 0.7836021780967712, 0.7709231376647949]"
3472,"[329, 330, 1785, 1869, 1983, 3472, 3550]","[0.27878740429878235, 0.2791469693183899, 0.7269656658172607, 0.29174184799194336, 0.2627556622028351, 0.7312159538269043, 0.7355098724365234]","[852, 853, 854, 857, 3586, 3587, 3588, 3808, 4077, 6559, 6560, 6561, 6642, 6643, 6644]","[0.7852169871330261, 0.7543977499008179, 0.7880057692527771, 0.213456928730011, 0.7672252058982849, 0.7349819540977478, 0.7613490223884583, 0.7633139491081238, 0.7816255688667297, 0.7646183371543884, 0.7606828212738037, 0.7610816955566406, 0.7645664811134338, 0.759987473487854, 0.7352362871170044]"
3473,"[92, 1013, 1485, 1714, 1800, 1843, 1959, 2229, 2341, 2754, 3122, 3131, 3169, 3473]","[0.296993225812912, 0.2691445052623749, 0.28767189383506775, 0.31309252977371216, 0.7420544624328613, 0.27637484669685364, 0.2742356061935425, 0.32208842039108276, 0.2762250602245331, 0.2595280110836029, 0.26873013377189636, 0.29408302903175354, 0.30594971776008606, 0.7509545087814331]","[228, 2027, 3047, 3444, 3614, 3751, 4007, 4649, 5041, 5765, 6199, 6212, 6291, 6562]","[0.7817259430885315, 0.21195347607135773, 0.7767915725708008, 0.768879771232605, 0.7630595564842224, 0.23598983883857727, 0.2153720259666443, 0.7701749801635742, 0.21966591477394104, 0.7891850471496582, 0.21633081138134003, 0.7843782305717468, 0.7687280774116516, 0.7703719735145569]"
3474,[3474],[0.5252434015274048],[],[]
3475,"[3332, 3475]","[0.2911641597747803, 0.7117001414299011]","[6484, 6563]","[0.7716417908668518, 0.7661606669425964]"
3476,[3476],[0.43705740571022034],[],[]
3477,"[390, 1044, 1169, 1259, 1358, 2310, 2415, 3477, 3970]","[0.2941865622997284, 0.28122809529304504, 0.7230293154716492, 0.29556146264076233, 0.3182806074619293, 0.28294241428375244, 0.24887770414352417, 0.6827976703643799, 0.2956058979034424]","[985, 2144, 2323, 2477, 2618, 4945, 5186, 6564, 6565, 7007]","[0.22539563477039337, 0.7798091769218445, 0.7406283617019653, 0.7662218809127808, 0.26473838090896606, 0.21957172453403473, 0.2304040491580963, 0.7868815064430237, 0.7911224365234375, 0.7657821178436279]"
3478,"[92, 153, 1013, 1360, 1363, 1449, 1450, 1475, 1800, 1843, 1932, 1959, 2064, 2125, 2177, 2185, 2300, 2341, 2552, 2595, 2725, 2739, 2955, 3122, 3131, 3161, 3174, 3198, 3250, 3478, 3577, 3578]","[0.2638659179210663, 0.27005627751350403, 0.29139629006385803, 0.2733268439769745, 0.28136369585990906, 0.2678869366645813, 0.2259119600057602, 0.27265581488609314, 0.2958652377128601, 0.27723079919815063, 0.27047914266586304, 0.24924257397651672, 0.2923585772514343, 0.2893773317337036, 0.2867470383644104, 0.26561784744262695, 0.2845989167690277, 0.29793524742126465, 0.2633863389492035, 0.26075279712677, 0.24172501266002655, 0.27280908823013306, 0.2863924503326416, 0.29760754108428955, 0.31327134370803833, 0.2688659429550171, 0.25362327694892883, 0.28544148802757263, 0.3121108114719391, 0.7374798655509949, 0.7738755941390991, 0.7497931718826294]","[227, 376, 2046, 2634, 2670, 2930, 2944, 3003, 3606, 3750, 3953, 4006, 4281, 4442, 4543, 4581, 4894, 5040, 5446, 5522, 5715, 5748, 6023, 6198, 6211, 6275, 6299, 6328, 6400, 6566, 6567, 6568, 6669, 6670, 6671, 6672]","[0.7923968434333801, 0.2206449806690216, 0.2557200789451599, 0.22226862609386444, 0.21902883052825928, 0.22629345953464508, 0.23061788082122803, 0.221144899725914, 0.22241142392158508, 0.23082731664180756, 0.21936415135860443, 0.22646144032478333, 0.22257000207901, 0.22443713247776031, 0.22901588678359985, 0.22348162531852722, 0.22500626742839813, 0.22362293303012848, 0.2234092503786087, 0.21845506131649017, 0.7805299162864685, 0.2310461699962616, 0.22425909340381622, 0.2257191389799118, 0.7893069386482239, 0.22176098823547363, 0.22247368097305298, 0.2363491952419281, 0.769550621509552, 0.773015558719635, 0.771287739276886, 0.7815307378768921, 0.7490516304969788, 0.7602541446685791, 0.7462179660797119, 0.7629534602165222]"
3479,"[57, 2643, 2974, 3080, 3479]","[0.7619985342025757, 0.29337581992149353, 0.7412506937980652, 0.34181517362594604, 0.4579870402812958]","[123, 125, 5590, 6055, 6057, 6146, 6147, 6569, 6570]","[0.7688618302345276, 0.7335391044616699, 0.7767540216445923, 0.7680651545524597, 0.7364901900291443, 0.7504701018333435, 0.7585895657539368, 0.776657223701477, 0.7677845358848572]"
3480,[3480],[0.3508419990539551],[],[]
3481,[3481],[0.29642748832702637],[],[]
3482,[3482],[0.2815755307674408],[],[]
3483,"[464, 602, 606, 607, 615, 623, 772, 929, 959, 1123, 1983, 2000, 2176, 2325, 2998, 3154, 3483]","[0.27826014161109924, 0.27944886684417725, 0.25929832458496094, 0.27230560779571533, 0.252032995223999, 0.2799244225025177, 0.2249394655227661, 0.2629002034664154, 0.7521240711212158, 0.7168979644775391, 0.27938777208328247, 0.7357812523841858, 0.27561941742897034, 0.29791259765625, 0.2945173680782318, 0.3073701858520508, 0.7397829294204712]","[1146, 1403, 1409, 1412, 1423, 1436, 1659, 1860, 1882, 1887, 1888, 2267, 2269, 2270, 4073, 4110, 4111, 4112, 4541, 5001, 5002, 6075, 6265, 6571, 6572, 6573]","[0.7831642031669617, 0.7856529951095581, 0.7888477444648743, 0.222883939743042, 0.22675015032291412, 0.7870709300041199, 0.2251615971326828, 0.2251349687576294, 0.7763552665710449, 0.7793538570404053, 0.7575250267982483, 0.7911198139190674, 0.7780823111534119, 0.7546135783195496, 0.7824017405509949, 0.7755329608917236, 0.7642959356307983, 0.7393364906311035, 0.7725442051887512, 0.7815271615982056, 0.7636743187904358, 0.784288763999939, 0.74924635887146, 0.7718636989593506, 0.7583452463150024, 0.762641429901123]"
3484,[3484],[0.5125830769538879],[],[]
3485,"[414, 1670, 1682, 2437, 3485, 3716, 3751]","[0.2894316017627716, 0.3199433982372284, 0.7040900588035583, 0.28001683950424194, 0.7052649259567261, 0.7137904167175293, 0.5763701796531677]","[1036, 3368, 3369, 3370, 3408, 3409, 3410, 5260, 6574, 6575, 6576, 6577, 6797, 6798, 6799, 6832]","[0.7880868911743164, 0.757969856262207, 0.7326536774635315, 0.764934778213501, 0.7608464956283569, 0.7268260717391968, 0.7509780526161194, 0.7809165120124817, 0.7580510377883911, 0.7555056214332581, 0.7543094158172607, 0.7402183413505554, 0.7565317153930664, 0.7481095790863037, 0.7185407280921936, 0.7142674326896667]"
3486,"[683, 2330, 2331, 3091, 3486, 3668]","[0.2862337827682495, 0.4297969341278076, 0.32507869601249695, 0.7314305305480957, 0.7261131405830383, 0.26798152923583984]","[1515, 5015, 5016, 5018, 6162, 6163, 6578, 6579, 6749]","[0.20942272245883942, 0.7703019976615906, 0.7365219593048096, 0.7717177271842957, 0.7700455784797668, 0.7441997528076172, 0.7705856561660767, 0.7607212066650391, 0.7750184535980225]"
3487,"[193, 547, 792, 1331, 1362, 1441, 1523, 1655, 1956, 1960, 1971, 1972, 2002, 2003, 2004, 2079, 2122, 2286, 2300, 2521, 2560, 2730, 2736, 2737, 2742, 2793, 2924, 2928, 2970, 3020, 3062, 3118, 3164, 3236, 3487, 3509, 3762]","[0.7240733504295349, 0.2626127600669861, 0.2958642244338989, 0.2636188566684723, 0.2636631429195404, 0.2686205506324768, 0.25781264901161194, 0.2572696805000305, 0.25229811668395996, 0.2625877261161804, 0.27815383672714233, 0.3060574233531952, 0.29461514949798584, 0.2783457338809967, 0.2778531312942505, 0.2664915919303894, 0.26497429609298706, 0.30193600058555603, 0.24524344503879547, 0.33050471544265747, 0.24965061247348785, 0.28527840971946716, 0.26328280568122864, 0.25724709033966064, 0.26490119099617004, 0.27449706196784973, 0.2541837990283966, 0.29097214341163635, 0.2794438898563385, 0.27792614698410034, 0.3131791651248932, 0.2989731431007385, 0.291731059551239, 0.30465641617774963, 0.7136083841323853, 0.23542813956737518, 0.26632922887802124]","[517, 1279, 1688, 2568, 2660, 2920, 3149, 3347, 3998, 4009, 4030, 4044, 4114, 4140, 4150, 4327, 4434, 4827, 4918, 5412, 5471, 5729, 5742, 5745, 5754, 5814, 5962, 5968, 6041, 6088, 6127, 6191, 6284, 6381, 6580, 6603, 6839]","[0.7286984920501709, 0.22623565793037415, 0.22216859459877014, 0.2202521562576294, 0.21694181859493256, 0.2227783501148224, 0.21953828632831573, 0.2204553484916687, 0.22056041657924652, 0.21980918943881989, 0.2177353948354721, 0.22939831018447876, 0.7882584929466248, 0.21868513524532318, 0.7821012139320374, 0.22073179483413696, 0.7936996221542358, 0.7851312756538391, 0.22681015729904175, 0.7864258289337158, 0.7876001000404358, 0.7782081961631775, 0.782103955745697, 0.7916864156723022, 0.7909497022628784, 0.7809327840805054, 0.21814170479774475, 0.22806762158870697, 0.7751290202140808, 0.21961107850074768, 0.22165396809577942, 0.7853276133537292, 0.2214636653661728, 0.7739596366882324, 0.22207072377204895, 0.21956713497638702, 0.22866296768188477]"
3488,[3488],[0.5301615595817566],[],[]
3489,[3489],[0.6134142279624939],[],[]
3490,"[38, 1962, 1963, 2078, 2139, 2523, 2617, 2971, 3020, 3074, 3490, 3985]","[0.28419652581214905, 0.28780075907707214, 0.724939227104187, 0.7303197383880615, 0.28613579273223877, 0.27499374747276306, 0.2958906888961792, 0.2720808982849121, 0.28454020619392395, 0.27898386120796204, 0.7065766453742981, 0.2396511733531952]","[66, 4013, 4021, 4323, 4457, 4458, 5417, 5554, 6047, 6087, 6139, 6581, 6582, 7017]","[0.7858429551124573, 0.7656148672103882, 0.7339854836463928, 0.7366181015968323, 0.7768072485923767, 0.7777317762374878, 0.7790248394012451, 0.21874882280826569, 0.7742165327072144, 0.7860693335533142, 0.7574213147163391, 0.7821632027626038, 0.7790154814720154, 0.7701840400695801]"
3491,"[1398, 1447, 2015, 3491]","[0.2760891914367676, 0.3233064115047455, 0.3168446123600006, 0.7298697829246521]","[2775, 2927, 4175, 6583]","[0.2141485959291458, 0.7791115045547485, 0.21168895065784454, 0.7719171643257141]"
3492,"[2501, 2510, 2696, 3492]","[0.5714917778968811, 0.7121631503105164, 0.28475210070610046, 0.7245011925697327]","[5377, 5378, 5392, 5393, 5676, 6584, 6585]","[0.7675545811653137, 0.7349148988723755, 0.7561286687850952, 0.735161304473877, 0.7757157683372498, 0.7574856281280518, 0.7631384134292603]"
3493,"[2389, 3493]","[0.3015749752521515, 0.29408061504364014]","[5118, 6586]","[0.7651775479316711, 0.7765619158744812]"
3494,"[64, 527, 950, 1206, 1207, 3494]","[0.2717367708683014, 0.30342790484428406, 0.28861963748931885, 0.29023978114128113, 0.7293753027915955, 0.7012356519699097]","[142, 1232, 1875, 2389, 2394, 6587]","[0.7817509174346924, 0.7763388752937317, 0.7745708227157593, 0.7782232761383057, 0.7430310249328613, 0.7826398611068726]"
3495,"[852, 1186, 1251, 3495, 3873]","[0.3263188600540161, 0.5980066061019897, 0.5534815788269043, 0.7213733196258545, 0.645034909248352]","[1758, 1759, 1760, 1761, 2358, 2359, 2360, 2361, 2462, 2463, 2464, 2465, 6588, 6589, 6590, 6591, 6943, 6944, 6945, 6946]","[0.7711222171783447, 0.7656557559967041, 0.7290304899215698, 0.7694187760353088, 0.7701602578163147, 0.7636845111846924, 0.7362274527549744, 0.7672911286354065, 0.7644659280776978, 0.7657424211502075, 0.72826087474823, 0.7638238072395325, 0.7629430890083313, 0.7711520195007324, 0.7720748782157898, 0.7717280983924866, 0.76763916015625, 0.7637786865234375, 0.7671561241149902, 0.7277277112007141]"
3496,[3496],[0.5590913891792297],[],[]
3497,[3497],[0.47396060824394226],[],[]
3498,[3498],[0.3281460106372833],[],[]
3499,[3499],[0.5210988521575928],[],[]
3500,"[148, 3500]","[0.5151513814926147, 0.6819599866867065]","[360, 6592]","[0.7321418523788452, 0.7573054432868958]"
3501,[3501],[0.4808948040008545],[],[]
3502,"[338, 390, 433, 461, 525, 731, 732, 1138, 1169, 3502]","[0.29763779044151306, 0.7031745314598083, 0.293753445148468, 0.28733009099960327, 0.2925984859466553, 0.6994513869285583, 0.25615695118904114, 0.259173721075058, 0.2918529808521271, 0.7102446556091309]","[864, 979, 983, 1100, 1142, 1223, 1595, 1598, 1599, 1600, 2291, 2321, 6593, 6594]","[0.784611165523529, 0.7694809436798096, 0.7579201459884644, 0.7833740711212158, 0.2317642867565155, 0.7634329795837402, 0.7865317463874817, 0.7714082598686218, 0.2081320881843567, 0.789107620716095, 0.7923226952552795, 0.7864453196525574, 0.7721906900405884, 0.7575408816337585]"
3503,"[153, 501, 502, 974, 1013, 1015, 1475, 1476, 1776, 1777, 1786, 1833, 1946, 1947, 1995, 2048, 2064, 2067, 2068, 2097, 2280, 2410, 2686, 2933, 2947, 3503, 3507, 3592]","[0.2719283998012543, 0.24785619974136353, 0.2917604446411133, 0.27791428565979004, 0.28577524423599243, 0.25935420393943787, 0.7454220056533813, 0.3620006740093231, 0.26598432660102844, 0.28216230869293213, 0.28682947158813477, 0.2654217481613159, 0.2690589427947998, 0.26629769802093506, 0.3121883273124695, 0.26191869378089905, 0.2832912504673004, 0.7398059368133545, 0.4298439621925354, 0.31126201152801514, 0.3099519908428192, 0.24255046248435974, 0.2566027045249939, 0.2965092658996582, 0.3274500370025635, 0.7067444920539856, 0.3841325640678406, 0.28005659580230713]","[383, 1202, 1206, 1935, 2025, 2075, 2996, 3009, 3010, 3014, 3560, 3566, 3589, 3725, 3726, 3979, 3982, 4101, 4251, 4280, 4284, 4290, 4300, 4302, 4369, 4814, 5171, 5660, 5977, 6007, 6595, 6596, 6600, 6682]","[0.7778037786483765, 0.2393740564584732, 0.7849830389022827, 0.7835689783096313, 0.22195382416248322, 0.21637137234210968, 0.22213372588157654, 0.7590842843055725, 0.7759780287742615, 0.7855787873268127, 0.7764505743980408, 0.7716759443283081, 0.7817283868789673, 0.21838067471981049, 0.2179211974143982, 0.22611263394355774, 0.2232390195131302, 0.7781770825386047, 0.22420905530452728, 0.22194278240203857, 0.7860866189002991, 0.7410976886749268, 0.7745547890663147, 0.7827455997467041, 0.7796653509140015, 0.777338981628418, 0.2166035771369934, 0.7814707159996033, 0.7740395069122314, 0.7718126773834229, 0.7876678109169006, 0.7813019752502441, 0.7671546936035156, 0.7879762053489685]"
3504,"[147, 167, 361, 550, 603, 764, 832, 982, 983, 984, 1175, 1721, 2750, 3162, 3504, 3574]","[0.3036128878593445, 0.2585185170173645, 0.30276092886924744, 0.26124894618988037, 0.29739633202552795, 0.2619546353816986, 0.26671990752220154, 0.2867618799209595, 0.28011924028396606, 0.24729230999946594, 0.24409621953964233, 0.2954764664173126, 0.28688037395477295, 0.2745724320411682, 0.748283326625824, 0.2892196476459503]","[358, 455, 908, 1298, 1406, 1641, 1731, 1970, 1973, 1975, 2331, 3460, 5764, 6279, 6597, 6598, 6666]","[0.780569314956665, 0.7862234711647034, 0.7849811315536499, 0.21943190693855286, 0.7972338795661926, 0.212816059589386, 0.7877638936042786, 0.741382360458374, 0.772857129573822, 0.7878502011299133, 0.7416715621948242, 0.7773465514183044, 0.7874516844749451, 0.786227822303772, 0.7691136002540588, 0.77866530418396, 0.221877783536911]"
3505,[3505],[0.6492727398872375],[],[]
3506,"[2599, 3506]","[0.5717762112617493, 0.6477817893028259]","[5526, 6599]","[0.7531348466873169, 0.7777695655822754]"
3507,"[153, 501, 502, 974, 1015, 1475, 1476, 1833, 1995, 2067, 2068, 2410, 2686, 2701, 2712, 2947, 3503, 3507, 3592]","[0.26968926191329956, 0.27971747517585754, 0.30334505438804626, 0.28194519877433777, 0.2843756079673767, 0.3004228174686432, 0.2846626937389374, 0.28713884949684143, 0.29648348689079285, 0.7636920213699341, 0.7386965155601501, 0.25691843032836914, 0.28559768199920654, 0.30747172236442566, 0.28767338395118713, 0.30147215723991394, 0.28063657879829407, 0.706665575504303, 0.2771124243736267]","[383, 1202, 1206, 1935, 2075, 2996, 2997, 3014, 3726, 3727, 4101, 4286, 4291, 4302, 4303, 5171, 5660, 5688, 5703, 6007, 6596, 6600, 6601, 6682]","[0.7775392532348633, 0.7921581864356995, 0.7803345918655396, 0.7834055423736572, 0.7889588475227356, 0.21711412072181702, 0.782761812210083, 0.7798625826835632, 0.21542181074619293, 0.7852444648742676, 0.7773779630661011, 0.7793059349060059, 0.7407893538475037, 0.7864421010017395, 0.745850682258606, 0.2290690839290619, 0.7888206243515015, 0.7652032375335693, 0.7641635537147522, 0.7712585926055908, 0.7871460914611816, 0.7772250175476074, 0.7648751735687256, 0.782552182674408]"
3508,[3508],[0.45034417510032654],[],[]
3509,"[193, 547, 578, 792, 1331, 1362, 1441, 1523, 1655, 1917, 1939, 1956, 1960, 1971, 1972, 2002, 2003, 2004, 2053, 2079, 2122, 2249, 2286, 2300, 2521, 2560, 2730, 2736, 2737, 2742, 2793, 2924, 2928, 2970, 3020, 3062, 3118, 3164, 3170, 3177, 3236, 3487, 3509, 3762]","[0.7648544907569885, 0.28685909509658813, 0.5983385443687439, 0.257726788520813, 0.7545780539512634, 0.2632948160171509, 0.2958739697933197, 0.2855830192565918, 0.3095472455024719, 0.3427966237068176, 0.29983362555503845, 0.3009492754936218, 0.29680711030960083, 0.27872079610824585, 0.2807857394218445, 0.2920342981815338, 0.26710769534111023, 0.27688437700271606, 0.29985707998275757, 0.23226456344127655, 0.2884610593318939, 0.6651211977005005, 0.3220577538013458, 0.27205929160118103, 0.3021206855773926, 0.2707790434360504, 0.31743597984313965, 0.3233025074005127, 0.28369513154029846, 0.23912662267684937, 0.25332847237586975, 0.28223201632499695, 0.2759317457675934, 0.2884142994880676, 0.2954460084438324, 0.26863688230514526, 0.2717822790145874, 0.2802197337150574, 0.7092599868774414, 0.2933550477027893, 0.7596025466918945, 0.28576570749282837, 0.38580629229545593, 0.2466859221458435]","[519, 520, 521, 1279, 1350, 1688, 2568, 2569, 2570, 2660, 2920, 3149, 3347, 3898, 3971, 3998, 4009, 4030, 4044, 4114, 4140, 4150, 4266, 4327, 4434, 4729, 4827, 4918, 5412, 5471, 5729, 5742, 5745, 5754, 5814, 5962, 5968, 6041, 6088, 6127, 6191, 6284, 6294, 6304, 6381, 6384, 6580, 6602, 6603, 6604, 6605, 6839, 6840, 6841]","[0.7787739634513855, 0.718815803527832, 0.7741521596908569, 0.22788091003894806, 0.7575116157531738, 0.2279602289199829, 0.2212102860212326, 0.7502362132072449, 0.7704697251319885, 0.2303485870361328, 0.22438211739063263, 0.22454077005386353, 0.2568533718585968, 0.7680708169937134, 0.22854547202587128, 0.7789263129234314, 0.230035200715065, 0.2313244640827179, 0.2241414338350296, 0.7780401706695557, 0.24028436839580536, 0.776848554611206, 0.7441977262496948, 0.22800250351428986, 0.22265908122062683, 0.7623246312141418, 0.227703258395195, 0.23420140147209167, 0.7809883952140808, 0.22545766830444336, 0.7775523662567139, 0.7671491503715515, 0.7842232584953308, 0.22317084670066833, 0.22869989275932312, 0.22353045642375946, 0.22362661361694336, 0.7831383943557739, 0.22651398181915283, 0.22223983705043793, 0.2215389609336853, 0.2235870510339737, 0.7639269232749939, 0.23067301511764526, 0.7842569351196289, 0.754234254360199, 0.22782041132450104, 0.7644689679145813, 0.22873207926750183, 0.2304190695285797, 0.7687422633171082, 0.23627988994121552, 0.24792392551898956, 0.7210665941238403]"
3510,"[3510, 3524]","[0.7184901833534241, 0.3165695369243622]","[6606, 6619]","[0.7763822078704834, 0.7579903602600098]"
3511,"[3511, 3512]","[0.6778215169906616, 0.6776716113090515]","[6607, 6608]","[0.767402172088623, 0.7457540035247803]"
3512,"[3511, 3512]","[0.6749536991119385, 0.6726710200309753]","[6607, 6608]","[0.7424644231796265, 0.7725368142127991]"
3513,[3513],[0.6638216376304626],[],[]
3514,"[14, 28, 63, 123, 141, 154, 157, 160, 166, 194, 400, 550, 703, 974, 1014, 1015, 1209, 1274, 1362, 1437, 1502, 1510, 1511, 1660, 1671, 1783, 1821, 1822, 1901, 1902, 1991, 1995, 2044, 2067, 2316, 2476, 2580, 2610, 2686, 2687, 2768, 3060, 3152, 3202, 3206, 3514]","[0.2898953855037689, 0.29646483063697815, 0.301159530878067, 0.2671649754047394, 0.28555113077163696, 0.2604002356529236, 0.2689581513404846, 0.26953181624412537, 0.7583820819854736, 0.28857681155204773, 0.3163135349750519, 0.30644792318344116, 0.36018064618110657, 0.2563067376613617, 0.2715126574039459, 0.719642162322998, 0.24752438068389893, 0.25119927525520325, 0.3121485710144043, 0.27839747071266174, 0.32919231057167053, 0.267630398273468, 0.2756573557853699, 0.2864764630794525, 0.28365159034729004, 0.26344987750053406, 0.302412748336792, 0.3041210174560547, 0.28472018241882324, 0.29771625995635986, 0.2892947793006897, 0.30403953790664673, 0.3138611316680908, 0.27808740735054016, 0.3002975881099701, 0.2603938579559326, 0.31744861602783203, 0.2850015461444855, 0.3100307583808899, 0.3479105830192566, 0.2554049491882324, 0.2794133424758911, 0.26919475197792053, 0.33690547943115234, 0.3062457740306854, 0.7158393859863281]","[26, 50, 134, 285, 337, 386, 405, 424, 452, 525, 1011, 1304, 1542, 1923, 2048, 2079, 2399, 2486, 2646, 2887, 3105, 3122, 3124, 3351, 3371, 3580, 3689, 3695, 3862, 3867, 4095, 4100, 4237, 4287, 4965, 5340, 5498, 5547, 5658, 5669, 5786, 6124, 6246, 6332, 6344, 6609]","[0.22631560266017914, 0.2222752869129181, 0.22222185134887695, 0.2275436371564865, 0.7869192957878113, 0.22544053196907043, 0.22386831045150757, 0.22387459874153137, 0.7647571563720703, 0.7770051956176758, 0.23087333142757416, 0.2254185825586319, 0.7647396922111511, 0.7735152244567871, 0.22255389392375946, 0.7305034399032593, 0.22990678250789642, 0.22618365287780762, 0.22345761954784393, 0.22167865931987762, 0.7752153277397156, 0.22462986409664154, 0.7804551124572754, 0.7889479398727417, 0.22544892132282257, 0.22345088422298431, 0.779280424118042, 0.7837350964546204, 0.791662335395813, 0.7869269251823425, 0.7788466811180115, 0.7828161120414734, 0.7739923000335693, 0.22261403501033783, 0.23143331706523895, 0.7912001609802246, 0.7677542567253113, 0.7826678156852722, 0.22620899975299835, 0.7638161182403564, 0.22746267914772034, 0.22563619911670685, 0.21686483919620514, 0.7733772397041321, 0.7743335962295532, 0.7621362805366516]"
3515,"[1717, 1852, 2597, 3316, 3515, 3531]","[0.2681771516799927, 0.26349738240242004, 0.2985450029373169, 0.4352457821369171, 0.6780464053153992, 0.2800808250904083]","[3450, 3453, 3773, 5523, 6471, 6472, 6610, 6611, 6624]","[0.7770595550537109, 0.7520390748977661, 0.22502422332763672, 0.21919329464435577, 0.7781107425689697, 0.7424838542938232, 0.7834877967834473, 0.7761439681053162, 0.7901591062545776]"
3516,"[3516, 3517]","[0.6475567817687988, 0.6559366583824158]","[6612, 6613]","[0.7674590349197388, 0.7454422116279602]"
3517,"[3516, 3517]","[0.6490057110786438, 0.6544891595840454]","[6612, 6613]","[0.7372203469276428, 0.7629488110542297]"
3518,"[2642, 3518, 3523]","[0.2691440284252167, 0.4747895300388336, 0.27356448769569397]","[5589, 6614, 6617]","[0.2107248455286026, 0.7820833921432495, 0.7681268453598022]"
3519,[3519],[0.560370922088623],[],[]
3520,"[895, 1353, 1542, 1729, 1986, 2048, 2064, 2179, 2417, 2418, 2439, 2449, 2552, 2835, 2990, 3124, 3131, 3222]","[0.27925121784210205, 0.3112814128398895, 0.32747307419776917, 0.2734147310256958, 0.28531935811042786, 0.28477153182029724, 0.2504376173019409, 0.7014015316963196, 0.2741806209087372, 0.2713712751865387, 0.2761393189430237, 0.29129138588905334, 0.2906196415424347, 0.296520859003067, 0.23159480094909668, 0.2973744869232178, 0.27376148104667664, 0.26715758442878723]","[1835, 2607, 3195, 3477, 4088, 4249, 4282, 4564, 4565, 5190, 5201, 5267, 5289, 5444, 5868, 6064, 6065, 6202, 6220, 6361]","[0.795451819896698, 0.7842675447463989, 0.7905769348144531, 0.2176935374736786, 0.7786057591438293, 0.21250960230827332, 0.2367144674062729, 0.7521518468856812, 0.7528543472290039, 0.7923874855041504, 0.21490202844142914, 0.7934256792068481, 0.7820360064506531, 0.214837446808815, 0.7787564396858215, 0.22036777436733246, 0.2794620990753174, 0.7910624146461487, 0.2193029522895813, 0.7872483730316162]"
3521,[3521],[0.608688235282898],[],[]
3522,[3522],[0.662270188331604],[],[]
3523,"[623, 2642, 3269, 3518, 3523]","[0.2692960202693939, 0.2959918975830078, 0.28146979212760925, 0.5236493945121765, 0.26505160331726074]","[1437, 5589, 6417, 6614, 6617, 6618]","[0.7870815396308899, 0.7869303226470947, 0.2081911563873291, 0.7312111854553223, 0.2112307846546173, 0.7859632968902588]"
3524,"[3510, 3524]","[0.6714791059494019, 0.32266858220100403]","[6606, 6619]","[0.7466217279434204, 0.7794541120529175]"
3525,"[2598, 3053, 3525]","[0.27433478832244873, 0.5888739824295044, 0.7010576128959656]","[5525, 6114, 6620]","[0.7703050374984741, 0.7428505420684814, 0.7668189406394958]"
3526,[3526],[0.5766145586967468],[],[]
3527,[3527],[0.6136890053749084],[],[]
3528,"[2543, 3289, 3528]","[0.5730759501457214, 0.28357064723968506, 0.6495350003242493]","[5438, 6438, 6621, 6622]","[0.7427589297294617, 0.7681506276130676, 0.7685248255729675, 0.7779446244239807]"
3529,[3529],[0.3303333520889282],[],[]
3530,[3530],[0.6450769305229187],[],[]
3531,"[1717, 1852, 2597, 3316, 3515, 3531, 3532, 3570]","[0.27644506096839905, 0.28507885336875916, 0.2800886929035187, 0.2696494460105896, 0.2837783098220825, 0.7512248754501343, 0.5274538397789001, 0.27952319383621216]","[3454, 3773, 5523, 6471, 6610, 6623, 6624, 6625, 6665]","[0.7824273109436035, 0.2141084522008896, 0.792625367641449, 0.7870504260063171, 0.784407913684845, 0.7648393511772156, 0.7651278972625732, 0.7553883194923401, 0.7751293778419495]"
