Explained node,Nodes with nonzero weights,Node weights,Edges with nonzero weights,Edge weights
2851,"[1404, 1813, 1814, 2435, 2851]","[0.307857483625412, 0.7104406952857971, 0.31238675117492676, 0.301889032125473, 0.6913082003593445]","[2811, 3652, 3655, 5253, 5889]","[0.7882954478263855, 0.7351393699645996, 0.7589442729949951, 0.7794867753982544, 0.774562656879425]"
2852,[2852],[0.262214332818985],[],[]
2853,"[681, 682, 1212, 2413, 2507, 2853]","[0.6419132351875305, 0.29686906933784485, 0.28020229935646057, 0.2894836962223053, 0.2914963364601135, 0.7414636015892029]","[1508, 1511, 2410, 5178, 5383, 5890]","[0.755002498626709, 0.7402700781822205, 0.7706745266914368, 0.7804713845252991, 0.7844889760017395, 0.7669782042503357]"
2854,[2854],[0.6841166019439697],[],[]
2855,[2855],[0.6573704481124878],[],[]
2856,[2856],[0.3654007017612457],[],[]
2857,[2857],[0.5069063901901245],[],[]
2858,"[296, 345, 2858]","[0.334064245223999, 0.2972622811794281, 0.25781717896461487]","[742, 743, 880, 881, 5891, 5892]","[0.7642070651054382, 0.7407524585723877, 0.7631754875183105, 0.7416566610336304, 0.21639384329319, 0.21777135133743286]"
2859,[2859],[0.31139063835144043],[],[]
2860,[2860],[0.2688659131526947],[],[]
2861,"[252, 579, 580, 992, 1330, 1477, 2014, 2457, 2861]","[0.2572728097438812, 0.27085164189338684, 0.2619723677635193, 0.2850005328655243, 0.2910638749599457, 0.2736676335334778, 0.2523503303527832, 0.23623988032341003, 0.737937867641449]","[678, 1352, 1364, 1987, 2559, 3025, 4172, 5314, 5893]","[0.21366383135318756, 0.213121697306633, 0.7805554270744324, 0.2122420221567154, 0.22045038640499115, 0.21650931239128113, 0.22346161305904388, 0.7896972298622131, 0.7856054902076721]"
2862,[2862],[0.3863212466239929],[],[]
2863,[2863],[0.4298597574234009],[],[]
2864,[2864],[0.3707326650619507],[],[]
2865,[2865],[0.3152582049369812],[],[]
2866,[2866],[0.6863449811935425],[],[]
2867,[2867],[0.4014614522457123],[],[]
2868,[2868],[0.40964823961257935],[],[]
2869,[2869],[0.42175114154815674],[],[]
2870,[2870],[0.49237751960754395],[],[]
2871,"[2304, 2871]","[0.4163779318332672, 0.3424242436885834]","[4935, 5894]","[0.7368113994598389, 0.7693051695823669]"
2872,[2872],[0.4350256025791168],[],[]
2873,[2873],[0.36526811122894287],[],[]
2874,"[2, 64, 414, 467, 1073, 1183, 2189, 2273, 2353, 2386, 2874, 3417, 3533, 3566, 3626]","[0.29262030124664307, 0.27904826402664185, 0.267374187707901, 0.2798025906085968, 0.27069777250289917, 0.3032001554965973, 0.25986355543136597, 0.2591504752635956, 0.3235495686531067, 0.2970723807811737, 0.25783607363700867, 0.7434214949607849, 0.6194602251052856, 0.6638835668563843, 0.2780109643936157]","[2, 138, 1043, 1152, 2202, 2349, 4586, 4791, 5063, 5064, 5113, 5895, 5896, 5897, 5898, 6535, 6536, 6627, 6628, 6661, 6662, 6717]","[0.767803966999054, 0.7942653298377991, 0.2180156707763672, 0.2170196771621704, 0.7556687593460083, 0.7888635993003845, 0.2186986654996872, 0.7838162779808044, 0.7390149235725403, 0.7749633193016052, 0.7844228148460388, 0.7903248071670532, 0.22072111070156097, 0.21939361095428467, 0.21649402379989624, 0.7927685379981995, 0.7442970871925354, 0.72488933801651, 0.7722693085670471, 0.7277189493179321, 0.7395267486572266, 0.772966206073761]"
2875,"[414, 1736, 2146, 2358, 2437, 2875, 3343, 3687]","[0.2932320237159729, 0.26918280124664307, 0.667916476726532, 0.730384886264801, 0.29201385378837585, 0.752243161201477, 0.7334657907485962, 0.7156662940979004]","[1032, 1033, 3485, 4473, 4475, 4476, 5079, 5080, 5081, 5261, 5899, 5900, 5901, 5902, 6492, 6493, 6760, 6761, 6762, 6763]","[0.22567503154277802, 0.21510279178619385, 0.7930315136909485, 0.7652095556259155, 0.7455044388771057, 0.7606923580169678, 0.753412663936615, 0.7316994667053223, 0.7508822083473206, 0.77242112159729, 0.7797034382820129, 0.7749847173690796, 0.7474704384803772, 0.761886477470398, 0.747061014175415, 0.7609202265739441, 0.7726898789405823, 0.7651661038398743, 0.7374964356422424, 0.7582846879959106]"
2876,"[855, 1109, 1243, 1336, 1441, 1468, 1535, 1736, 1741, 1743, 2031, 2271, 2423, 2424, 2438, 2444, 2644, 2876, 3853, 3859]","[0.27823948860168457, 0.29881128668785095, 0.314450740814209, 0.26902422308921814, 0.30307596921920776, 0.26801079511642456, 0.23397228121757507, 0.3081947863101959, 0.5869414210319519, 0.25608402490615845, 0.25433728098869324, 0.3345166742801666, 0.6931811571121216, 0.7474638819694519, 0.37450534105300903, 0.2538107633590698, 0.33376267552375793, 0.7178733944892883, 0.2826869785785675, 0.2912854850292206]","[1774, 2235, 2454, 2586, 2916, 2983, 3177, 3486, 3504, 3514, 4224, 4786, 5212, 5215, 5264, 5280, 5592, 5903, 5904, 6918, 6929]","[0.21720121800899506, 0.7762457132339478, 0.7970367670059204, 0.21872642636299133, 0.2200726568698883, 0.7792943716049194, 0.7875844836235046, 0.7872626781463623, 0.7460708618164062, 0.7874407768249512, 0.21812506020069122, 0.7765020132064819, 0.7653844952583313, 0.7465267181396484, 0.7560039758682251, 0.7913756966590881, 0.7600631713867188, 0.7666175365447998, 0.771142840385437, 0.7736734747886658, 0.7648484706878662]"
2877,[2877],[0.4278573989868164],[],[]
2878,[2878],[0.6027734279632568],[],[]
2879,"[1765, 2879, 3076, 3077]","[0.2970893681049347, 0.7544317245483398, 0.7174168229103088, 0.28615421056747437]","[3537, 5905, 6143, 6145]","[0.761907696723938, 0.7726294994354248, 0.7432801723480225, 0.7655641436576843]"
2880,"[1739, 2880]","[0.37440624833106995, 0.7235817909240723]","[3499, 5906]","[0.7504841089248657, 0.7601318359375]"
2881,"[16, 112, 137, 138, 149, 156, 197, 227, 232, 261, 324, 487, 1014, 1043, 1068, 1088, 1120, 1121, 1122, 1362, 1477, 1508, 1533, 1560, 1587, 1611, 1665, 1672, 1673, 1676, 1809, 1816, 1817, 1830, 2236, 2371, 2459, 2830, 2881, 2961, 3356, 3360, 3834]","[0.27918967604637146, 0.23499196767807007, 0.28720173239707947, 0.2769852876663208, 0.2690064609050751, 0.26264411211013794, 0.28183117508888245, 0.2651040256023407, 0.3081255555152893, 0.26623833179473877, 0.2752164602279663, 0.29093414545059204, 0.2486506551504135, 0.2998136281967163, 0.31596460938453674, 0.2763558030128479, 0.29592761397361755, 0.7570127248764038, 0.3002817928791046, 0.2846641540527344, 0.2924250364303589, 0.30803292989730835, 0.2277318388223648, 0.275153249502182, 0.2949993908405304, 0.2536707818508148, 0.3024640381336212, 0.3165600001811981, 0.2698630690574646, 0.30606481432914734, 0.2651577889919281, 0.2684033513069153, 0.2953447699546814, 0.2785845398902893, 0.2896723449230194, 0.7195018529891968, 0.5371694564819336, 0.30313000082969666, 0.7367683053016663, 0.26423564553260803, 0.2701073884963989, 0.3012954294681549, 0.24794702231884003]","[29, 261, 323, 325, 363, 398, 539, 542, 602, 612, 686, 825, 1186, 2051, 2137, 2189, 2216, 2248, 2256, 2261, 2264, 2656, 3021, 3113, 3170, 3227, 3289, 3304, 3362, 3375, 3388, 3399, 3648, 3667, 3679, 3714, 4683, 5093, 5094, 5317, 5865, 5907, 5908, 5909, 6034, 6504, 6508, 6905]","[0.22477522492408752, 0.23111242055892944, 0.2267976999282837, 0.2245148867368698, 0.22356601059436798, 0.22872953116893768, 0.22576721012592316, 0.22159124910831451, 0.2313307225704193, 0.2275519073009491, 0.22922590374946594, 0.23068247735500336, 0.2262767106294632, 0.23217523097991943, 0.7738531231880188, 0.2285652458667755, 0.2299376130104065, 0.7779404520988464, 0.7548077702522278, 0.7336203455924988, 0.7747362852096558, 0.2243957817554474, 0.23324863612651825, 0.780851423740387, 0.2261350005865097, 0.7134881019592285, 0.7724116444587708, 0.22687125205993652, 0.22316628694534302, 0.2233877182006836, 0.22762160003185272, 0.7936624884605408, 0.22206583619117737, 0.2261115461587906, 0.22605948150157928, 0.21952706575393677, 0.22512373328208923, 0.7606955170631409, 0.7389816045761108, 0.7536205649375916, 0.7430851459503174, 0.2228948175907135, 0.7585665583610535, 0.7524471879005432, 0.22667302191257477, 0.22259832918643951, 0.22755958139896393, 0.22360500693321228]"
2882,[2882],[0.6519505977630615],[],[]
2883,"[527, 1203, 1535, 1567, 1736, 1749, 1802, 1803, 2142, 2154, 2155, 2327, 2412, 2641, 2883, 2892, 3657]","[0.2521830201148987, 0.31290802359580994, 0.2855120599269867, 0.6919873952865601, 0.31383153796195984, 0.26891401410102844, 0.26147377490997314, 0.2917749285697937, 0.29806968569755554, 0.27053672075271606, 0.32054948806762695, 0.2973242402076721, 0.2558620572090149, 0.6829822659492493, 0.688029944896698, 0.7030891180038452, 0.2626156508922577]","[1244, 2385, 3180, 3258, 3259, 3260, 3261, 3491, 3520, 3623, 3627, 3638, 3639, 3640, 4465, 4492, 4494, 5007, 5177, 5583, 5584, 5585, 5586, 5910, 5911, 5912, 5913, 5927, 5928, 5929, 5930, 6741]","[0.22158178687095642, 0.7894602417945862, 0.22041910886764526, 0.7689367532730103, 0.7237087488174438, 0.7532217502593994, 0.7438387274742126, 0.21524567902088165, 0.21863028407096863, 0.780049741268158, 0.7535213232040405, 0.7869247198104858, 0.7225552797317505, 0.7748558521270752, 0.7730371356010437, 0.7873865365982056, 0.7667786478996277, 0.21847867965698242, 0.7468088865280151, 0.7392216324806213, 0.7697122097015381, 0.7162237763404846, 0.7340602278709412, 0.7282586097717285, 0.7401986718177795, 0.785190761089325, 0.7501503229141235, 0.7278644442558289, 0.7466346025466919, 0.7782379388809204, 0.7497784495353699, 0.7719736099243164]"
2884,[2884],[0.5814110636711121],[],[]
2885,"[367, 395, 396, 873, 1376, 2885, 3862]","[0.2568223178386688, 0.3083134889602661, 0.258768230676651, 0.2751103639602661, 0.28684481978416443, 0.6900498867034912, 0.74151611328125]","[924, 994, 996, 1796, 2725, 5914, 5915, 6931]","[0.21557079255580902, 0.25719285011291504, 0.7856095433235168, 0.22037337720394135, 0.7924966812133789, 0.7525432109832764, 0.7758440971374512, 0.7479277849197388]"
2886,"[1198, 1243, 1535, 1949, 2293, 2298, 2356, 2424, 2436, 2770, 2886]","[0.2390328347682953, 0.43171361088752747, 0.28150567412376404, 0.27678847312927246, 0.6002635955810547, 0.29929739236831665, 0.33735668659210205, 0.26447415351867676, 0.7414247393608093, 0.33022794127464294, 0.5350384712219238]","[2375, 2451, 2455, 3181, 3183, 3988, 4849, 4850, 4866, 5076, 5214, 5254, 5256, 5793, 5916, 5917, 5918]","[0.7774020433425903, 0.7620300650596619, 0.7532435655593872, 0.78492271900177, 0.7901343703269958, 0.2137276977300644, 0.763789713382721, 0.7700753808021545, 0.7583943009376526, 0.7441288828849792, 0.7907799482345581, 0.7645982503890991, 0.7484422922134399, 0.7797499895095825, 0.7860978841781616, 0.7811602354049683, 0.785751223564148]"
2887,"[189, 241, 383, 414, 642, 1165, 1229, 1250, 1538, 1670, 1752, 1794, 1860, 2103, 2146, 2298, 2300, 2333, 2353, 2354, 2358, 2437, 2461, 2470, 2568, 2602, 2778, 2887, 3095, 3296, 3320, 3559, 3710, 3776, 3870, 3884]","[0.2839563190937042, 0.3968280255794525, 0.29674002528190613, 0.4138902425765991, 0.28451061248779297, 0.3265029191970825, 0.2720094919204712, 0.3511979877948761, 0.2854057848453522, 0.2665936350822449, 0.7368620038032532, 0.7319603562355042, 0.27407774329185486, 0.26735520362854004, 0.27326828241348267, 0.23601438105106354, 0.3061331510543823, 0.7226974368095398, 0.2910878360271454, 0.6816890835762024, 0.31907764077186584, 0.26025906205177307, 0.2810057997703552, 0.29994383454322815, 0.2639390528202057, 0.25355401635169983, 0.24232910573482513, 0.7167432904243469, 0.2913651466369629, 0.2544901371002197, 0.30102017521858215, 0.2822132110595703, 0.3255327641963959, 0.27516618371009827, 0.27029508352279663, 0.7121303081512451]","[484, 640, 962, 1037, 1041, 1450, 1458, 2315, 2428, 2461, 3189, 3366, 3531, 3599, 3793, 4412, 4472, 4878, 4913, 5021, 5062, 5067, 5078, 5258, 5259, 5322, 5331, 5479, 5534, 5801, 5919, 5920, 6172, 6446, 6476, 6650, 6794, 6848, 6938, 6955]","[0.2268739938735962, 0.7414429783821106, 0.22160445153713226, 0.2251165509223938, 0.7355806827545166, 0.2252124696969986, 0.2759258449077606, 0.7536852359771729, 0.7698337435722351, 0.7528153657913208, 0.23891675472259521, 0.7704348564147949, 0.7421116828918457, 0.7450900077819824, 0.7640239000320435, 0.22155702114105225, 0.7757852077484131, 0.219985231757164, 0.22770562767982483, 0.741687536239624, 0.7653427124023438, 0.7521615028381348, 0.7549465298652649, 0.772835910320282, 0.24438001215457916, 0.7675946950912476, 0.7412185668945312, 0.2266191840171814, 0.22587816417217255, 0.7819421291351318, 0.7547075748443604, 0.7841145992279053, 0.7689940929412842, 0.22552509605884552, 0.2574949562549591, 0.24170628190040588, 0.741058349609375, 0.7635133862495422, 0.7738317251205444, 0.7505503296852112]"
2888,[2888],[0.4947347044944763],[],[]
2889,"[60, 449, 527, 543, 646, 771, 882, 905, 1207, 1736, 1803, 1905, 1909, 2202, 2208, 2217, 2219, 2220, 2298, 2889, 3291, 3617, 3664]","[0.3084726631641388, 0.26035794615745544, 0.7113688588142395, 0.33780527114868164, 0.2838119566440582, 0.26900455355644226, 0.26662787795066833, 0.2518947422504425, 0.30556169152259827, 0.2801186442375183, 0.28621429204940796, 0.3359200060367584, 0.5600802898406982, 0.29965129494667053, 0.30495578050613403, 0.31719839572906494, 0.2810043692588806, 0.719906747341156, 0.25705185532569885, 0.7002067565917969, 0.3071584701538086, 0.2865907549858093, 0.28555333614349365]","[126, 1126, 1127, 1225, 1226, 1266, 1461, 1654, 1815, 1847, 2391, 3490, 3634, 3870, 3879, 4602, 4606, 4621, 4627, 4634, 4869, 5921, 5922, 6439, 6707, 6747]","[0.7612664103507996, 0.2232084423303604, 0.2817697525024414, 0.7748276591300964, 0.7328615784645081, 0.753691554069519, 0.7769214510917664, 0.7861552238464355, 0.7883697152137756, 0.22158993780612946, 0.7864704132080078, 0.7826736569404602, 0.2212596833705902, 0.7642582058906555, 0.7585498094558716, 0.7691321969032288, 0.7736679315567017, 0.797962486743927, 0.7733118534088135, 0.7682937383651733, 0.22862444818019867, 0.760948896408081, 0.7767677903175354, 0.7767997980117798, 0.7631973624229431, 0.7686182856559753]"
2890,"[42, 161, 1070, 1493, 1877, 2115, 2647, 2890, 2891, 3111]","[0.26423409581184387, 0.29252299666404724, 0.3103887438774109, 0.28527870774269104, 0.2658623158931732, 0.27845120429992676, 0.2419334203004837, 0.7192755341529846, 0.7234479784965515, 0.2819201648235321]","[84, 433, 434, 2199, 3073, 3823, 4425, 5596, 5923, 5924, 5925, 5926, 6187]","[0.21968364715576172, 0.7540560364723206, 0.7732227444648743, 0.7787768244743347, 0.21334081888198853, 0.21523427963256836, 0.2165762037038803, 0.7811826467514038, 0.7836782336235046, 0.7443006634712219, 0.7765643000602722, 0.7372414469718933, 0.7829183340072632]"
2891,"[42, 161, 1070, 1493, 1877, 2115, 2647, 2890, 2891, 3111]","[0.2902562916278839, 0.27277079224586487, 0.26442626118659973, 0.25411537289619446, 0.29884201288223267, 0.28100696206092834, 0.29576829075813293, 0.738214910030365, 0.7184981107711792, 0.2554098963737488]","[84, 433, 434, 2199, 3073, 3823, 4425, 5596, 5923, 5924, 5925, 5926, 6187]","[0.2153732031583786, 0.7754863500595093, 0.7590531706809998, 0.7797630429267883, 0.21645665168762207, 0.21466942131519318, 0.22011016309261322, 0.7798148393630981, 0.7810569405555725, 0.735718846321106, 0.783426821231842, 0.7393264770507812, 0.781719446182251]"
2892,"[527, 1203, 1535, 1567, 1736, 1749, 1802, 1803, 2142, 2154, 2155, 2327, 2412, 2641, 2883, 2892, 3657]","[0.28310346603393555, 0.28740406036376953, 0.2795622944831848, 0.6858147978782654, 0.24423794448375702, 0.2457859069108963, 0.2788884937763214, 0.292018324136734, 0.25434085726737976, 0.28507837653160095, 0.2698885202407837, 0.2388129085302353, 0.2660573124885559, 0.7087842226028442, 0.7449501752853394, 0.6960166692733765, 0.28165704011917114]","[1244, 2385, 3180, 3258, 3259, 3260, 3261, 3491, 3520, 3623, 3627, 3638, 3639, 3640, 4465, 4492, 4494, 5007, 5177, 5583, 5584, 5585, 5586, 5910, 5911, 5912, 5913, 5927, 5928, 5929, 5930, 6741]","[0.22204570472240448, 0.7859771251678467, 0.21612058579921722, 0.7674688696861267, 0.7297605872154236, 0.7509829998016357, 0.7316489219665527, 0.21554622054100037, 0.21964125335216522, 0.7692098021507263, 0.7734436988830566, 0.781517744064331, 0.7731451392173767, 0.721849799156189, 0.770599901676178, 0.7847408056259155, 0.7731122970581055, 0.21947622299194336, 0.7409840822219849, 0.7504322528839111, 0.7696788311004639, 0.7302660346031189, 0.7286697030067444, 0.7274422645568848, 0.7423064708709717, 0.7796809077262878, 0.7505744695663452, 0.726214587688446, 0.7586615681648254, 0.7833031415939331, 0.7512507438659668, 0.769914984703064]"
2893,[2893],[0.46778157353401184],[],[]
2894,"[2894, 2895]","[0.44265079498291016, 0.31110209226608276]","[5931, 5932]","[0.7612448334693909, 0.7783616781234741]"
2895,"[2894, 2895]","[0.3488079607486725, 0.4474503695964813]","[5931, 5932]","[0.7753501534461975, 0.7538854479789734]"
2896,"[20, 64, 99, 123, 161, 164, 621, 1137, 1257, 1493, 1495, 1498, 1722, 1749, 1772, 1775, 1836, 1993, 2896, 3779, 3781, 3802]","[0.26425477862358093, 0.29023799300193787, 0.2782132625579834, 0.27313748002052307, 0.25999635457992554, 0.26102393865585327, 0.2730551064014435, 0.2837807536125183, 0.2783627212047577, 0.256977379322052, 0.26419222354888916, 0.2850627899169922, 0.2825513482093811, 0.27063989639282227, 0.259744793176651, 0.26637762784957886, 0.2985297441482544, 0.2983061671257019, 0.7118597626686096, 0.29725828766822815, 0.3096402585506439, 0.2674621045589447]","[37, 144, 239, 290, 435, 446, 1434, 2290, 2475, 3088, 3094, 3101, 3462, 3526, 3551, 3556, 3738, 4097, 5933, 6856, 6859, 6875]","[0.21722623705863953, 0.2191009521484375, 0.7835173010826111, 0.2162872552871704, 0.2186940312385559, 0.2228623330593109, 0.22211064398288727, 0.221096932888031, 0.22171616554260254, 0.7547358274459839, 0.22438542544841766, 0.21823182702064514, 0.2252231240272522, 0.2205076813697815, 0.21610583364963531, 0.223642498254776, 0.7802530527114868, 0.7819018363952637, 0.7877914905548096, 0.21321223676204681, 0.22896626591682434, 0.22043351829051971]"
2897,[2897],[0.6534321308135986],[],[]
2898,"[298, 331, 775, 2898]","[0.3509679436683655, 0.31279420852661133, 0.2862479090690613, 0.28175196051597595]","[746, 858, 1662, 5934]","[0.7387722134590149, 0.7773318290710449, 0.793158233165741, 0.21204712986946106]"
2899,[2899],[0.2846730053424835],[],[]
2900,[2900],[0.3367569148540497],[],[]
2901,"[1083, 1175, 2901, 2935, 3162, 3641]","[0.3391489088535309, 0.2848607897758484, 0.2650422751903534, 0.23840418457984924, 0.29311397671699524, 0.2923634946346283]","[2211, 2212, 2329, 5935, 5936, 5985, 6280, 6281, 6724]","[0.7413612604141235, 0.779389500617981, 0.7974156141281128, 0.791870653629303, 0.7886150479316711, 0.21298788487911224, 0.7908183932304382, 0.7422394156455994, 0.7902969121932983]"
2902,"[160, 385, 1015, 1289, 1359, 1404, 1807, 1858, 2313, 2902, 3594]","[0.2578316926956177, 0.28277960419654846, 0.2598751485347748, 0.2509549558162689, 0.29121291637420654, 0.2647538483142853, 0.24614621698856354, 0.29490384459495544, 0.2710541784763336, 0.7316362261772156, 0.5613483786582947]","[425, 968, 2069, 2505, 2620, 2819, 3644, 3780, 4951, 5937, 5938, 6685]","[0.25107884407043457, 0.7872334718704224, 0.21623797714710236, 0.2131555676460266, 0.21867574751377106, 0.21498917043209076, 0.21284028887748718, 0.21830500662326813, 0.7924284338951111, 0.753015398979187, 0.7840424180030823, 0.30425557494163513]"
2903,[2903],[0.6487616896629333],[],[]
2904,[2904],[0.4856172204017639],[],[]
2905,"[2834, 2905, 3540]","[0.7499539852142334, 0.33201709389686584, 0.6684344410896301]","[5867, 5939, 5940, 6634]","[0.7498733997344971, 0.7785231471061707, 0.761716902256012, 0.7616899609565735]"
2906,[2906],[0.4178556799888611],[],[]
2907,[2907],[0.6409521102905273],[],[]
2908,[2908],[0.3058910071849823],[],[]
2909,[2909],[0.5766340494155884],[],[]
2910,"[13, 153, 468, 469, 791, 990, 1437, 1542, 1873, 1881, 2179, 2417, 2686, 2910, 3282, 3465]","[0.33083173632621765, 0.28403785824775696, 0.28741884231567383, 0.6332631707191467, 0.3135814368724823, 0.2905571162700653, 0.3000156581401825, 0.627200722694397, 0.305550217628479, 0.25791558623313904, 0.2684306204319, 0.2599084675312042, 0.2820144295692444, 0.7210996150970459, 0.2890894412994385, 0.24326781928539276]","[20, 381, 1155, 1157, 1676, 1985, 2903, 3194, 3820, 3834, 4570, 5195, 5665, 5941, 5942, 5943, 6431, 6551]","[0.7849450707435608, 0.21535269916057587, 0.7760124802589417, 0.7780343294143677, 0.7833145260810852, 0.7904636859893799, 0.22008822858333588, 0.39056840538978577, 0.7705126404762268, 0.2352190613746643, 0.7858222723007202, 0.21578830480575562, 0.21721269190311432, 0.7703580856323242, 0.74934983253479, 0.7718129754066467, 0.7637062072753906, 0.21420976519584656]"
2911,"[2911, 3288, 3607]","[0.6421077847480774, 0.7402685880661011, 0.25445443391799927]","[5944, 5945, 6437, 6699]","[0.7723249793052673, 0.7712380290031433, 0.7467942237854004, 0.2127593606710434]"
2912,[2912],[0.2961284816265106],[],[]
2913,"[2239, 2248, 2453, 2913, 3280, 3281, 3286]","[0.26583802700042725, 0.2747761905193329, 0.3012472689151764, 0.7158923745155334, 0.6710031628608704, 0.2804073393344879, 0.6837230324745178]","[4693, 4695, 4696, 4721, 5300, 5946, 5947, 5948, 6426, 6427, 6428, 6429, 6434, 6435, 6436]","[0.7480159997940063, 0.21610160171985626, 0.7918127179145813, 0.7747739553451538, 0.21623533964157104, 0.745074987411499, 0.7642391324043274, 0.766036868095398, 0.7527135014533997, 0.7369298338890076, 0.743503987789154, 0.7515386939048767, 0.7513099908828735, 0.7357773780822754, 0.7508801817893982]"
2914,[2914],[0.42513132095336914],[],[]
2915,"[2915, 3470]","[0.3324471116065979, 0.62935471534729]","[5949, 6556]","[0.771430492401123, 0.765095055103302]"
2916,[2916],[0.42191311717033386],[],[]
2917,[2917],[0.2991683781147003],[],[]
2918,[2918],[0.6121476292610168],[],[]
2919,"[2796, 2797, 2919]","[0.35704943537712097, 0.7210683822631836, 0.25387102365493774]","[5818, 5819, 5820, 5821, 5950, 5951]","[0.7632402777671814, 0.746265709400177, 0.7735303044319153, 0.7532436847686768, 0.21240858733654022, 0.2135949432849884]"
2920,"[1419, 2705, 2920]","[0.28665775060653687, 0.29199230670928955, 0.29671168327331543]","[2848, 5692, 5952]","[0.7775596976280212, 0.732315182685852, 0.7694582939147949]"
2921,[2921],[0.6209650039672852],[],[]
2922,"[146, 1358, 1884, 2310, 2922]","[0.2934372127056122, 0.24615252017974854, 0.7025593519210815, 0.30541303753852844, 0.28952470421791077]","[350, 2616, 3843, 3844, 4944, 4947, 5953, 5954]","[0.753726065158844, 0.7838260531425476, 0.756701648235321, 0.7458440661430359, 0.7336634397506714, 0.7849133610725403, 0.7576422095298767, 0.7862769365310669]"
2923,"[155, 550, 1302, 1364, 1450, 1548, 2013, 2048, 2179, 2410, 2417, 2418, 2449, 2452, 2769, 2791, 2923, 3181]","[0.28243961930274963, 0.2942165732383728, 0.26564928889274597, 0.28972744941711426, 0.29901978373527527, 0.3010370433330536, 0.2863636016845703, 0.2713526785373688, 0.2546623647212982, 0.26457303762435913, 0.2755858302116394, 0.26544055342674255, 0.29678431153297424, 0.6179254055023193, 0.2709519863128662, 0.2916133403778076, 0.7229508757591248, 0.28076523542404175]","[390, 1287, 2529, 2694, 2943, 3204, 4164, 4165, 4170, 4250, 4557, 4569, 5168, 5188, 5202, 5203, 5204, 5286, 5287, 5292, 5294, 5789, 5810, 5955, 5956, 5957, 6318]","[0.22216933965682983, 0.7824683785438538, 0.21865034103393555, 0.7870628833770752, 0.7864344120025635, 0.777639627456665, 0.21871106326580048, 0.7264308333396912, 0.2198977917432785, 0.7835063934326172, 0.22352731227874756, 0.22359348833560944, 0.22188051044940948, 0.22750665247440338, 0.22056324779987335, 0.22007127106189728, 0.7361769080162048, 0.21890127658843994, 0.739019513130188, 0.2206684947013855, 0.7577671408653259, 0.7757915258407593, 0.7628382444381714, 0.7613577246665955, 0.7632788419723511, 0.7825959920883179, 0.22192059457302094]"
